,overall,pace,shooting,passing,dribbling,defending,physic
8431,67,60.0,54.0,62.0,61.0,63.0,77.0
8432,67,34.0,44.0,64.0,63.0,67.0,68.0
8433,67,61.0,51.0,55.0,57.0,63.0,77.0
8434,67,77.0,61.0,64.0,68.0,36.0,63.0
8435,67,92.0,62.0,57.0,67.0,45.0,69.0
8438,67,82.0,64.0,56.0,66.0,40.0,70.0
8439,67,67.0,38.0,43.0,58.0,64.0,82.0
8440,67,81.0,64.0,60.0,70.0,32.0,61.0
8441,67,77.0,61.0,42.0,64.0,30.0,79.0
8442,67,67.0,62.0,64.0,70.0,48.0,63.0
8443,67,65.0,39.0,58.0,60.0,67.0,67.0
8445,67,50.0,30.0,47.0,48.0,65.0,73.0
8446,67,74.0,50.0,62.0,62.0,62.0,76.0
8447,67,67.0,46.0,59.0,62.0,66.0,70.0
8449,67,42.0,68.0,57.0,61.0,42.0,73.0
8451,67,59.0,51.0,40.0,42.0,64.0,78.0
8452,67,81.0,65.0,51.0,67.0,33.0,74.0
8453,67,61.0,68.0,54.0,60.0,39.0,72.0
8454,67,71.0,52.0,63.0,65.0,61.0,71.0
8455,67,73.0,58.0,64.0,67.0,56.0,61.0
8456,67,70.0,40.0,48.0,58.0,66.0,75.0
8457,67,58.0,53.0,67.0,67.0,66.0,69.0
8458,67,66.0,53.0,60.0,61.0,65.0,76.0
8459,67,68.0,55.0,62.0,64.0,64.0,66.0
8460,67,33.0,70.0,52.0,56.0,31.0,66.0
8462,67,82.0,63.0,61.0,70.0,52.0,61.0
8463,67,45.0,38.0,53.0,48.0,67.0,67.0
8464,67,67.0,55.0,63.0,64.0,64.0,75.0
8465,67,34.0,66.0,59.0,65.0,42.0,80.0
8466,67,46.0,68.0,61.0,63.0,43.0,65.0
8467,67,73.0,65.0,58.0,68.0,31.0,61.0
8468,67,56.0,23.0,52.0,54.0,66.0,69.0
8469,67,67.0,64.0,52.0,58.0,32.0,81.0
8470,67,56.0,50.0,58.0,58.0,64.0,86.0
8471,67,77.0,59.0,62.0,71.0,39.0,57.0
8472,67,76.0,39.0,59.0,64.0,64.0,74.0
8474,67,79.0,67.0,61.0,69.0,47.0,68.0
8475,67,70.0,64.0,65.0,68.0,38.0,57.0
8476,67,72.0,65.0,58.0,71.0,27.0,76.0
8477,67,71.0,57.0,62.0,71.0,60.0,59.0
8478,67,58.0,68.0,65.0,67.0,55.0,71.0
8479,67,59.0,27.0,41.0,51.0,66.0,71.0
8480,67,87.0,53.0,61.0,62.0,60.0,70.0
8481,67,51.0,65.0,67.0,70.0,59.0,63.0
8482,67,72.0,55.0,65.0,68.0,52.0,66.0
8483,67,88.0,64.0,62.0,65.0,62.0,74.0
8484,67,66.0,45.0,53.0,58.0,68.0,71.0
8485,67,68.0,53.0,66.0,71.0,66.0,61.0
8486,67,44.0,57.0,70.0,62.0,55.0,70.0
8487,67,43.0,41.0,54.0,48.0,66.0,78.0
8488,67,60.0,67.0,61.0,65.0,36.0,74.0
8489,67,60.0,58.0,68.0,65.0,63.0,66.0
8490,67,72.0,59.0,62.0,67.0,62.0,79.0
8491,67,76.0,57.0,64.0,68.0,63.0,65.0
8492,67,68.0,38.0,54.0,62.0,68.0,81.0
8493,67,73.0,58.0,63.0,70.0,35.0,63.0
8494,67,70.0,62.0,66.0,68.0,54.0,74.0
8496,67,71.0,53.0,64.0,66.0,65.0,69.0
8498,67,69.0,67.0,65.0,74.0,44.0,48.0
8499,67,80.0,63.0,64.0,67.0,48.0,65.0
8500,67,64.0,50.0,67.0,67.0,69.0,62.0
8501,67,71.0,68.0,63.0,72.0,34.0,57.0
8503,67,59.0,55.0,59.0,64.0,65.0,70.0
8504,67,49.0,59.0,63.0,67.0,63.0,68.0
8505,67,56.0,67.0,55.0,63.0,32.0,81.0
8506,67,70.0,42.0,61.0,67.0,63.0,65.0
8508,67,68.0,64.0,57.0,62.0,27.0,68.0
8509,67,65.0,34.0,59.0,62.0,66.0,64.0
8510,67,73.0,61.0,62.0,67.0,65.0,69.0
8512,67,76.0,65.0,58.0,69.0,36.0,63.0
8513,67,72.0,67.0,67.0,66.0,33.0,60.0
8514,67,81.0,65.0,59.0,74.0,60.0,66.0
8515,67,70.0,67.0,48.0,65.0,23.0,61.0
8517,67,46.0,45.0,53.0,48.0,67.0,68.0
8518,67,67.0,62.0,65.0,69.0,58.0,67.0
8519,67,68.0,43.0,54.0,62.0,68.0,64.0
8520,67,75.0,60.0,64.0,64.0,62.0,72.0
8522,67,57.0,34.0,50.0,52.0,65.0,77.0
8523,67,70.0,52.0,66.0,70.0,61.0,61.0
8524,67,55.0,43.0,56.0,52.0,65.0,74.0
8525,67,33.0,66.0,49.0,58.0,31.0,71.0
8526,67,67.0,37.0,57.0,60.0,67.0,67.0
8527,67,70.0,51.0,60.0,66.0,65.0,74.0
8528,67,60.0,32.0,54.0,56.0,66.0,71.0
8529,67,71.0,59.0,62.0,66.0,62.0,69.0
8530,67,75.0,58.0,64.0,65.0,61.0,72.0
8531,67,77.0,60.0,62.0,69.0,64.0,76.0
8532,67,73.0,65.0,46.0,64.0,36.0,64.0
8533,67,48.0,59.0,68.0,67.0,60.0,56.0
8534,67,71.0,42.0,57.0,64.0,65.0,62.0
8535,67,74.0,62.0,63.0,70.0,28.0,63.0
8536,67,63.0,66.0,68.0,67.0,60.0,73.0
8537,67,74.0,45.0,65.0,65.0,62.0,67.0
8538,67,56.0,65.0,49.0,63.0,34.0,77.0
8539,67,46.0,69.0,44.0,51.0,30.0,76.0
8540,67,87.0,61.0,62.0,65.0,44.0,65.0
8542,67,82.0,61.0,58.0,69.0,30.0,70.0
8543,67,59.0,56.0,59.0,59.0,66.0,75.0
8544,67,67.0,66.0,66.0,67.0,57.0,67.0
8545,67,72.0,65.0,66.0,69.0,57.0,67.0
8546,67,67.0,64.0,57.0,62.0,39.0,78.0
8547,67,86.0,62.0,58.0,64.0,39.0,67.0
8548,67,64.0,66.0,56.0,61.0,35.0,63.0
8550,67,53.0,45.0,51.0,40.0,65.0,73.0
8551,67,78.0,45.0,60.0,60.0,64.0,70.0
8553,67,73.0,66.0,65.0,67.0,64.0,65.0
8554,67,61.0,42.0,57.0,57.0,63.0,76.0
8555,67,71.0,60.0,64.0,67.0,65.0,62.0
8556,67,53.0,60.0,64.0,65.0,65.0,71.0
8557,67,68.0,48.0,59.0,59.0,65.0,69.0
8558,67,82.0,62.0,61.0,67.0,68.0,74.0
8559,67,86.0,58.0,66.0,63.0,60.0,70.0
8560,67,74.0,61.0,68.0,69.0,57.0,38.0
8561,67,82.0,45.0,58.0,67.0,63.0,69.0
8562,67,85.0,60.0,58.0,68.0,34.0,65.0
8563,67,73.0,69.0,64.0,70.0,29.0,63.0
8564,67,58.0,61.0,52.0,57.0,39.0,76.0
8565,67,84.0,62.0,59.0,71.0,29.0,60.0
8566,67,66.0,62.0,65.0,70.0,29.0,65.0
8567,67,76.0,62.0,65.0,67.0,31.0,57.0
8568,67,57.0,69.0,48.0,64.0,31.0,69.0
8569,67,60.0,46.0,62.0,63.0,69.0,69.0
8570,67,65.0,55.0,67.0,65.0,43.0,64.0
8571,67,82.0,62.0,57.0,72.0,35.0,56.0
8572,67,75.0,61.0,63.0,68.0,42.0,65.0
8573,67,64.0,43.0,56.0,57.0,69.0,75.0
8574,67,66.0,65.0,58.0,64.0,41.0,76.0
8575,67,69.0,39.0,54.0,52.0,66.0,77.0
8577,67,64.0,69.0,65.0,66.0,49.0,69.0
8578,67,71.0,62.0,64.0,66.0,57.0,69.0
8579,67,42.0,39.0,46.0,52.0,68.0,73.0
8580,67,73.0,63.0,50.0,67.0,23.0,73.0
8581,67,71.0,52.0,66.0,70.0,55.0,65.0
8582,67,71.0,55.0,62.0,64.0,63.0,72.0
8583,67,31.0,33.0,49.0,42.0,67.0,71.0
8584,67,75.0,62.0,63.0,70.0,45.0,62.0
8585,67,67.0,63.0,51.0,66.0,34.0,66.0
8586,67,47.0,30.0,41.0,40.0,67.0,68.0
8588,67,78.0,44.0,63.0,65.0,62.0,68.0
8589,67,65.0,36.0,50.0,46.0,65.0,74.0
8590,67,60.0,67.0,55.0,63.0,23.0,67.0
8591,67,81.0,38.0,55.0,57.0,62.0,68.0
8592,67,57.0,40.0,54.0,51.0,63.0,75.0
8593,67,78.0,62.0,65.0,69.0,58.0,61.0
8594,67,66.0,66.0,50.0,61.0,23.0,61.0
8595,67,76.0,69.0,64.0,69.0,33.0,66.0
8596,67,77.0,67.0,64.0,70.0,32.0,64.0
8597,67,68.0,49.0,66.0,61.0,62.0,68.0
8598,67,73.0,65.0,62.0,70.0,31.0,64.0
8599,67,89.0,60.0,59.0,69.0,28.0,57.0
8600,67,59.0,28.0,34.0,40.0,69.0,75.0
8601,67,80.0,59.0,65.0,70.0,51.0,65.0
8602,67,70.0,66.0,58.0,64.0,33.0,72.0
8603,67,78.0,66.0,57.0,70.0,22.0,46.0
8604,67,80.0,60.0,63.0,67.0,62.0,68.0
8605,67,51.0,42.0,56.0,58.0,69.0,71.0
8606,67,74.0,61.0,68.0,66.0,62.0,75.0
8607,67,70.0,65.0,53.0,64.0,35.0,62.0
8608,67,46.0,37.0,53.0,50.0,68.0,73.0
8609,67,54.0,68.0,48.0,60.0,30.0,69.0
8610,67,42.0,29.0,41.0,38.0,67.0,71.0
8611,67,73.0,63.0,65.0,68.0,31.0,63.0
8612,67,72.0,53.0,57.0,57.0,67.0,71.0
8613,67,71.0,63.0,59.0,61.0,43.0,70.0
8614,67,41.0,69.0,43.0,56.0,28.0,82.0
8615,67,63.0,57.0,63.0,63.0,64.0,68.0
8616,67,77.0,30.0,56.0,65.0,64.0,69.0
8617,67,79.0,37.0,58.0,72.0,61.0,55.0
8619,67,53.0,40.0,57.0,58.0,67.0,64.0
8620,67,68.0,55.0,63.0,59.0,65.0,71.0
8621,67,54.0,25.0,39.0,48.0,66.0,75.0
8622,67,45.0,23.0,51.0,49.0,65.0,75.0
8623,67,59.0,51.0,56.0,63.0,67.0,67.0
8624,67,60.0,56.0,69.0,63.0,61.0,63.0
8625,67,86.0,52.0,61.0,67.0,52.0,71.0
8626,67,61.0,60.0,59.0,63.0,64.0,83.0
8627,67,70.0,46.0,60.0,63.0,63.0,71.0
8628,67,80.0,57.0,62.0,68.0,42.0,64.0
8629,67,57.0,37.0,35.0,45.0,69.0,70.0
8630,67,64.0,38.0,57.0,59.0,65.0,57.0
8631,67,65.0,64.0,44.0,61.0,32.0,72.0
8633,67,69.0,46.0,59.0,61.0,66.0,76.0
8634,67,64.0,69.0,48.0,57.0,31.0,74.0
8635,67,77.0,64.0,58.0,71.0,29.0,55.0
8636,67,56.0,51.0,62.0,64.0,64.0,68.0
8637,67,73.0,49.0,62.0,62.0,65.0,66.0
8638,67,57.0,50.0,58.0,53.0,65.0,75.0
8639,67,63.0,61.0,69.0,68.0,36.0,55.0
8640,67,50.0,53.0,60.0,63.0,64.0,76.0
8641,67,74.0,53.0,61.0,65.0,65.0,73.0
8642,67,73.0,59.0,66.0,69.0,59.0,69.0
8643,67,67.0,63.0,68.0,64.0,65.0,64.0
8644,67,75.0,57.0,61.0,70.0,65.0,61.0
8645,67,69.0,63.0,69.0,70.0,46.0,74.0
8646,67,64.0,62.0,64.0,65.0,69.0,62.0
8647,67,74.0,48.0,59.0,63.0,62.0,62.0
8648,67,59.0,44.0,66.0,68.0,63.0,70.0
8649,67,79.0,46.0,65.0,72.0,26.0,57.0
8650,67,74.0,65.0,66.0,71.0,30.0,61.0
8651,67,89.0,63.0,56.0,68.0,28.0,72.0
8652,67,83.0,65.0,60.0,68.0,28.0,66.0
8653,67,54.0,31.0,41.0,49.0,64.0,74.0
8654,67,74.0,59.0,62.0,67.0,56.0,70.0
8655,67,67.0,30.0,58.0,64.0,63.0,72.0
8656,67,69.0,60.0,64.0,69.0,60.0,53.0
8657,67,77.0,64.0,56.0,66.0,30.0,67.0
8658,67,59.0,61.0,60.0,67.0,62.0,71.0
8659,67,74.0,61.0,63.0,68.0,38.0,61.0
8660,67,85.0,48.0,61.0,61.0,61.0,65.0
8661,67,67.0,61.0,47.0,62.0,30.0,71.0
8662,67,46.0,35.0,43.0,43.0,64.0,77.0
8663,67,55.0,23.0,39.0,43.0,66.0,64.0
8664,67,81.0,50.0,57.0,65.0,64.0,78.0
8666,67,68.0,33.0,43.0,51.0,68.0,70.0
8667,67,79.0,49.0,57.0,60.0,64.0,64.0
8668,67,73.0,49.0,61.0,66.0,66.0,73.0
8669,67,72.0,66.0,63.0,70.0,44.0,57.0
8670,67,58.0,70.0,67.0,65.0,54.0,62.0
8671,67,53.0,65.0,67.0,66.0,59.0,71.0
8672,67,69.0,63.0,61.0,70.0,26.0,56.0
8673,67,75.0,27.0,54.0,66.0,66.0,66.0
8674,67,74.0,62.0,61.0,68.0,59.0,66.0
8678,67,62.0,52.0,62.0,55.0,71.0,66.0
8679,67,51.0,51.0,61.0,52.0,66.0,68.0
8680,67,50.0,39.0,63.0,46.0,67.0,69.0
8681,67,50.0,61.0,56.0,72.0,66.0,76.0
8682,67,71.0,56.0,69.0,72.0,29.0,63.0
8683,67,49.0,57.0,73.0,64.0,27.0,51.0
8684,67,83.0,69.0,54.0,73.0,33.0,58.0
8685,67,54.0,38.0,47.0,46.0,66.0,69.0
8687,67,81.0,56.0,62.0,66.0,63.0,61.0
8688,67,71.0,56.0,67.0,66.0,41.0,52.0
8689,67,65.0,60.0,63.0,67.0,30.0,62.0
8690,67,72.0,56.0,68.0,72.0,31.0,58.0
8691,67,67.0,67.0,50.0,68.0,22.0,59.0
8692,67,73.0,62.0,66.0,68.0,33.0,60.0
8693,67,44.0,32.0,39.0,45.0,65.0,73.0
8694,67,70.0,61.0,65.0,67.0,55.0,68.0
8695,67,70.0,57.0,64.0,63.0,65.0,76.0
8696,67,79.0,66.0,64.0,65.0,33.0,62.0
8697,67,65.0,63.0,66.0,64.0,58.0,67.0
8698,67,58.0,65.0,61.0,68.0,34.0,69.0
8700,67,70.0,35.0,51.0,59.0,66.0,59.0
8701,67,66.0,61.0,65.0,69.0,39.0,66.0
8702,67,42.0,69.0,48.0,61.0,29.0,66.0
8703,67,74.0,32.0,61.0,67.0,64.0,67.0
8704,67,58.0,35.0,56.0,55.0,67.0,72.0
8705,67,49.0,52.0,67.0,66.0,64.0,77.0
8706,67,67.0,57.0,65.0,71.0,36.0,49.0
8707,67,50.0,59.0,67.0,65.0,60.0,69.0
8708,67,61.0,67.0,64.0,69.0,40.0,68.0
8709,67,67.0,43.0,59.0,65.0,66.0,61.0
8710,67,60.0,46.0,64.0,62.0,68.0,56.0
8711,67,68.0,40.0,49.0,52.0,65.0,71.0
8712,67,53.0,49.0,59.0,60.0,65.0,76.0
8713,67,74.0,63.0,61.0,71.0,30.0,55.0
8714,67,69.0,58.0,62.0,65.0,60.0,77.0
8715,67,64.0,64.0,64.0,67.0,29.0,53.0
8716,67,66.0,53.0,54.0,56.0,69.0,71.0
8717,67,77.0,65.0,62.0,66.0,36.0,69.0
8718,67,66.0,71.0,58.0,68.0,28.0,57.0
8719,67,74.0,68.0,49.0,66.0,36.0,64.0
8720,67,50.0,68.0,67.0,65.0,35.0,54.0
8721,67,66.0,32.0,33.0,44.0,67.0,71.0
8722,67,68.0,67.0,65.0,70.0,42.0,66.0
8723,67,71.0,65.0,61.0,64.0,49.0,81.0
8724,67,66.0,23.0,51.0,55.0,66.0,72.0
8725,67,87.0,65.0,58.0,67.0,28.0,64.0
8726,67,42.0,27.0,41.0,38.0,68.0,76.0
8727,67,81.0,63.0,60.0,70.0,49.0,53.0
8728,67,60.0,46.0,59.0,61.0,64.0,76.0
8729,67,71.0,52.0,56.0,63.0,67.0,73.0
8730,67,83.0,60.0,64.0,67.0,33.0,55.0
8731,67,65.0,62.0,68.0,68.0,34.0,51.0
8732,67,71.0,50.0,69.0,69.0,54.0,55.0
8733,67,39.0,23.0,33.0,37.0,69.0,75.0
8734,67,72.0,66.0,43.0,66.0,26.0,68.0
8735,67,73.0,66.0,47.0,62.0,28.0,75.0
8736,67,67.0,37.0,53.0,67.0,70.0,45.0
8738,67,64.0,61.0,59.0,61.0,64.0,71.0
8739,67,68.0,55.0,66.0,72.0,51.0,58.0
8740,67,54.0,26.0,40.0,42.0,65.0,75.0
8741,67,76.0,61.0,65.0,69.0,22.0,58.0
8742,67,69.0,46.0,62.0,69.0,61.0,69.0
8743,67,65.0,23.0,35.0,38.0,66.0,74.0
8744,67,35.0,26.0,45.0,41.0,65.0,75.0
8745,67,60.0,58.0,62.0,67.0,45.0,67.0
8746,67,68.0,56.0,59.0,66.0,55.0,64.0
8747,67,59.0,49.0,44.0,49.0,66.0,72.0
8749,67,42.0,29.0,38.0,38.0,66.0,74.0
8750,67,63.0,68.0,49.0,58.0,28.0,67.0
8751,67,70.0,43.0,67.0,68.0,47.0,65.0
8752,67,78.0,34.0,54.0,63.0,69.0,77.0
8753,67,60.0,42.0,57.0,65.0,67.0,65.0
8754,67,67.0,68.0,53.0,64.0,23.0,61.0
8755,66,57.0,49.0,58.0,64.0,64.0,63.0
8756,66,88.0,51.0,56.0,74.0,26.0,44.0
8757,66,88.0,56.0,61.0,68.0,31.0,49.0
8758,66,61.0,53.0,65.0,71.0,57.0,60.0
8759,66,79.0,58.0,61.0,72.0,32.0,55.0
8761,66,69.0,35.0,53.0,60.0,62.0,71.0
8762,66,68.0,30.0,55.0,63.0,65.0,66.0
8763,66,80.0,61.0,60.0,69.0,35.0,58.0
8764,66,80.0,55.0,59.0,74.0,33.0,39.0
8765,66,64.0,38.0,49.0,53.0,67.0,63.0
8766,66,64.0,40.0,56.0,60.0,65.0,70.0
8767,66,77.0,54.0,62.0,72.0,30.0,45.0
8768,66,78.0,62.0,53.0,72.0,22.0,41.0
8769,66,84.0,64.0,44.0,62.0,24.0,61.0
8770,66,58.0,34.0,53.0,59.0,65.0,64.0
8771,66,61.0,34.0,47.0,42.0,67.0,68.0
8772,66,79.0,64.0,50.0,69.0,28.0,67.0
8773,66,68.0,62.0,46.0,63.0,25.0,68.0
8774,66,78.0,33.0,52.0,63.0,64.0,67.0
8775,66,79.0,64.0,53.0,68.0,22.0,53.0
8776,66,75.0,64.0,48.0,65.0,30.0,66.0
8777,66,80.0,55.0,62.0,67.0,62.0,58.0
8778,66,53.0,65.0,50.0,60.0,22.0,67.0
8779,66,81.0,62.0,42.0,65.0,26.0,59.0
8780,66,89.0,58.0,58.0,70.0,38.0,63.0
8781,66,72.0,57.0,64.0,65.0,63.0,71.0
8782,66,75.0,54.0,59.0,70.0,35.0,54.0
8783,66,70.0,59.0,60.0,73.0,20.0,50.0
8784,66,67.0,56.0,61.0,63.0,65.0,62.0
8785,66,72.0,59.0,67.0,69.0,26.0,40.0
8786,66,62.0,47.0,64.0,66.0,63.0,64.0
8787,66,80.0,57.0,58.0,76.0,27.0,60.0
8788,66,42.0,58.0,69.0,66.0,53.0,57.0
8789,66,83.0,57.0,61.0,69.0,27.0,66.0
8790,66,76.0,67.0,52.0,62.0,28.0,56.0
8791,66,81.0,62.0,57.0,68.0,31.0,55.0
8792,66,62.0,63.0,62.0,63.0,61.0,68.0
8793,66,76.0,42.0,53.0,64.0,63.0,69.0
8794,66,71.0,66.0,52.0,65.0,23.0,64.0
8796,66,70.0,35.0,45.0,45.0,65.0,72.0
8797,66,57.0,41.0,58.0,58.0,67.0,65.0
8798,66,73.0,49.0,62.0,64.0,64.0,70.0
8799,66,63.0,38.0,55.0,58.0,64.0,74.0
8800,66,63.0,60.0,66.0,71.0,44.0,40.0
8802,66,59.0,31.0,51.0,59.0,66.0,64.0
8803,66,77.0,61.0,59.0,70.0,37.0,55.0
8804,66,67.0,59.0,66.0,65.0,56.0,63.0
8805,66,65.0,26.0,36.0,42.0,63.0,78.0
8807,66,66.0,60.0,63.0,68.0,44.0,42.0
8808,66,56.0,46.0,62.0,63.0,63.0,61.0
8809,66,65.0,61.0,61.0,66.0,58.0,63.0
8810,66,68.0,55.0,61.0,66.0,59.0,70.0
8812,66,60.0,36.0,46.0,47.0,66.0,68.0
8813,66,69.0,66.0,61.0,68.0,39.0,54.0
8814,66,72.0,56.0,64.0,69.0,59.0,71.0
8815,66,79.0,61.0,59.0,66.0,25.0,62.0
8816,66,68.0,53.0,62.0,64.0,61.0,73.0
8817,66,82.0,45.0,54.0,65.0,62.0,60.0
8818,66,75.0,67.0,46.0,59.0,22.0,55.0
8819,66,73.0,63.0,53.0,70.0,22.0,61.0
8820,66,67.0,34.0,52.0,58.0,65.0,67.0
8821,66,87.0,48.0,58.0,65.0,59.0,68.0
8822,66,65.0,57.0,58.0,69.0,58.0,68.0
8823,66,74.0,64.0,61.0,66.0,50.0,60.0
8824,66,70.0,35.0,56.0,61.0,65.0,70.0
8825,66,67.0,66.0,62.0,71.0,46.0,51.0
8826,66,72.0,68.0,60.0,67.0,26.0,57.0
8827,66,61.0,55.0,63.0,64.0,60.0,71.0
8828,66,60.0,62.0,66.0,71.0,27.0,37.0
8829,66,75.0,40.0,53.0,60.0,63.0,75.0
8830,66,69.0,47.0,60.0,68.0,64.0,59.0
8831,66,71.0,63.0,53.0,67.0,22.0,66.0
8832,66,66.0,63.0,57.0,62.0,35.0,63.0
8833,66,90.0,58.0,51.0,69.0,27.0,64.0
8834,66,78.0,26.0,44.0,49.0,64.0,68.0
8835,66,85.0,67.0,56.0,68.0,25.0,46.0
8836,66,63.0,41.0,58.0,65.0,62.0,66.0
8837,66,87.0,58.0,57.0,67.0,44.0,50.0
8838,66,72.0,56.0,64.0,70.0,32.0,57.0
8839,66,82.0,61.0,66.0,69.0,59.0,60.0
8840,66,78.0,39.0,58.0,65.0,64.0,65.0
8841,66,67.0,62.0,50.0,62.0,30.0,69.0
8842,66,91.0,56.0,54.0,72.0,32.0,56.0
8843,66,67.0,47.0,59.0,65.0,62.0,76.0
8844,66,77.0,58.0,61.0,70.0,48.0,58.0
8845,66,83.0,64.0,56.0,65.0,29.0,67.0
8846,66,63.0,60.0,66.0,68.0,51.0,62.0
8847,66,66.0,33.0,38.0,40.0,66.0,71.0
8848,66,53.0,64.0,49.0,60.0,34.0,73.0
8849,66,77.0,60.0,62.0,69.0,29.0,54.0
8850,66,78.0,60.0,58.0,70.0,28.0,59.0
8851,66,71.0,44.0,60.0,57.0,64.0,62.0
8852,66,78.0,61.0,60.0,71.0,24.0,63.0
8853,66,66.0,53.0,61.0,63.0,66.0,67.0
8854,66,77.0,58.0,63.0,73.0,24.0,48.0
8855,66,84.0,65.0,56.0,68.0,33.0,60.0
8856,66,68.0,47.0,58.0,65.0,61.0,75.0
8857,66,68.0,45.0,52.0,63.0,64.0,74.0
8858,66,70.0,59.0,62.0,65.0,63.0,69.0
8859,66,89.0,54.0,56.0,70.0,35.0,59.0
8860,66,56.0,25.0,44.0,40.0,66.0,69.0
8861,66,80.0,64.0,58.0,65.0,40.0,55.0
8862,66,74.0,43.0,50.0,59.0,65.0,70.0
8863,66,77.0,66.0,57.0,67.0,38.0,59.0
8864,66,75.0,52.0,60.0,68.0,63.0,56.0
8865,66,82.0,52.0,51.0,65.0,64.0,70.0
8867,66,65.0,45.0,61.0,60.0,62.0,69.0
8868,66,74.0,35.0,58.0,63.0,62.0,68.0
8869,66,75.0,31.0,55.0,64.0,64.0,62.0
8870,66,85.0,52.0,61.0,68.0,42.0,52.0
8871,66,87.0,60.0,55.0,68.0,22.0,61.0
8872,66,76.0,38.0,47.0,57.0,66.0,72.0
8873,66,76.0,42.0,60.0,62.0,64.0,66.0
8874,66,68.0,50.0,62.0,66.0,62.0,66.0
8875,66,74.0,61.0,60.0,67.0,38.0,63.0
8877,66,68.0,46.0,55.0,56.0,67.0,66.0
8878,66,74.0,63.0,63.0,68.0,36.0,65.0
8879,66,68.0,62.0,60.0,67.0,54.0,75.0
8880,66,71.0,29.0,36.0,38.0,68.0,71.0
8881,66,56.0,43.0,59.0,62.0,62.0,73.0
8882,66,79.0,43.0,50.0,64.0,65.0,74.0
8883,66,84.0,55.0,60.0,68.0,60.0,74.0
8884,66,85.0,52.0,62.0,67.0,29.0,44.0
8885,66,73.0,65.0,61.0,67.0,31.0,57.0
8886,66,58.0,39.0,60.0,59.0,64.0,70.0
8887,66,77.0,60.0,61.0,68.0,42.0,48.0
8888,66,72.0,31.0,54.0,64.0,66.0,63.0
8889,66,73.0,52.0,65.0,67.0,61.0,68.0
8890,66,73.0,65.0,69.0,63.0,34.0,48.0
8891,66,62.0,39.0,44.0,46.0,64.0,67.0
8892,66,80.0,64.0,58.0,69.0,27.0,55.0
8893,66,63.0,55.0,58.0,62.0,39.0,56.0
8894,66,72.0,30.0,52.0,59.0,67.0,63.0
8897,66,82.0,53.0,56.0,65.0,52.0,71.0
8898,66,64.0,50.0,66.0,69.0,49.0,55.0
8899,66,76.0,47.0,57.0,70.0,61.0,66.0
8900,66,76.0,43.0,56.0,64.0,62.0,64.0
8901,66,55.0,29.0,39.0,39.0,65.0,74.0
8902,66,91.0,59.0,59.0,68.0,24.0,50.0
8903,66,66.0,51.0,63.0,59.0,59.0,67.0
8904,66,64.0,37.0,54.0,49.0,64.0,71.0
8905,66,81.0,61.0,60.0,68.0,39.0,72.0
8906,66,75.0,60.0,59.0,70.0,31.0,65.0
8907,66,68.0,48.0,65.0,63.0,59.0,67.0
8908,66,63.0,35.0,48.0,53.0,64.0,70.0
8909,66,82.0,61.0,64.0,74.0,40.0,52.0
8910,66,84.0,64.0,53.0,67.0,32.0,65.0
8911,66,71.0,65.0,45.0,66.0,25.0,58.0
8912,66,71.0,64.0,47.0,61.0,32.0,63.0
8914,66,71.0,45.0,57.0,63.0,65.0,68.0
8915,66,54.0,27.0,39.0,42.0,64.0,74.0
8916,66,88.0,54.0,55.0,66.0,62.0,73.0
8917,66,68.0,54.0,64.0,64.0,63.0,77.0
8918,66,84.0,56.0,53.0,68.0,64.0,73.0
8919,66,62.0,33.0,66.0,61.0,65.0,59.0
8920,66,46.0,29.0,38.0,36.0,67.0,72.0
8921,66,64.0,62.0,63.0,67.0,61.0,77.0
8923,66,70.0,61.0,63.0,68.0,49.0,60.0
8924,66,71.0,49.0,61.0,57.0,63.0,70.0
8925,66,69.0,57.0,61.0,65.0,63.0,73.0
8926,66,74.0,63.0,62.0,68.0,43.0,49.0
8927,66,74.0,53.0,63.0,68.0,37.0,66.0
8928,66,89.0,61.0,52.0,70.0,24.0,58.0
8929,66,71.0,58.0,64.0,66.0,57.0,59.0
8930,66,74.0,59.0,60.0,70.0,57.0,58.0
8931,66,59.0,56.0,57.0,65.0,64.0,65.0
8932,66,76.0,55.0,65.0,67.0,46.0,62.0
8933,66,64.0,66.0,55.0,63.0,31.0,63.0
8934,66,87.0,50.0,56.0,75.0,24.0,54.0
8935,66,63.0,39.0,54.0,54.0,65.0,66.0
8936,66,77.0,64.0,50.0,64.0,22.0,59.0
8937,66,76.0,50.0,58.0,68.0,41.0,62.0
8938,66,80.0,64.0,61.0,71.0,28.0,62.0
8939,66,62.0,57.0,71.0,68.0,46.0,47.0
8940,66,63.0,29.0,45.0,48.0,64.0,71.0
8941,66,82.0,57.0,62.0,67.0,44.0,59.0
8943,66,81.0,57.0,60.0,66.0,62.0,70.0
8944,66,76.0,63.0,52.0,61.0,25.0,71.0
8945,66,74.0,62.0,63.0,69.0,27.0,65.0
8946,66,64.0,30.0,42.0,45.0,65.0,77.0
8947,66,57.0,52.0,65.0,67.0,53.0,58.0
8948,66,68.0,57.0,59.0,65.0,62.0,59.0
8949,66,70.0,46.0,60.0,65.0,65.0,64.0
8950,66,68.0,66.0,56.0,70.0,19.0,53.0
8951,66,69.0,45.0,65.0,67.0,63.0,70.0
8952,66,67.0,33.0,56.0,59.0,65.0,62.0
